unique_key,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
12419052,JE296203,2021-01-01 12:00:00.000000 UTC,025XX S CHRISTIANA AVE,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,true,true,1024,10,12,30,02,1154438.0,1886886.0,2021,2022-10-15 04:45:40.000000 UTC,41.845436278,-87.70872175,"(41.845436278, -87.70872175)"
12395383,JE267070,2021-06-15 03:55:00.000000 UTC,033XX W OGDEN AVE,2091,NARCOTICS,FORFEIT PROPERTY,COMMERCIAL / BUSINESS OFFICE,true,false,1024,10,24,29,18,1154489.0,1891024.0,2021,2021-06-22 04:58:14.000000 UTC,41.856790413,-87.708424071,"(41.856790413, -87.708424071)"
12478497,JE368701,2021-09-10 03:25:00.000000 UTC,043XX W 26TH ST,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,OTHER (SPECIFY),true,false,1031,10,22,30,24,1148006.0,1886369.0,2021,2021-09-17 04:48:01.000000 UTC,41.844143505,-87.732340007,"(41.844143505, -87.732340007)"
12454611,JE339754,2021-08-16 05:59:00.000000 UTC,003XX W 119TH ST,2021,NARCOTICS,POSSESS - BARBITURATES,STREET,true,false,522,5,34,53,18,1176290.0,1826017.0,2021,2021-08-23 05:04:44.000000 UTC,41.677940618,-87.630353142,"(41.677940618, -87.630353142)"
12287706,JE134777,2021-02-07 12:24:00.000000 UTC,007XX W 127TH ST,1480,CONCEALED CARRY LICENSE VIOLATION,OTHER,STREET,true,false,523,5,34,53,15,1173392.0,1820640.0,2021,2021-02-14 03:47:33.000000 UTC,41.663249634,-87.641118884,"(41.663249634, -87.641118884)"
12302318,JE153473,2021-02-26 08:46:00.000000 UTC,120XX S WENTWORTH AVE,5110,OTHER OFFENSE,GUN OFFENDER - DUTY TO REGISTER,STREET,true,false,523,5,9,53,26,1177101.0,1825212.0,2021,2021-03-05 03:49:32.000000 UTC,41.675713377,-87.627408759,"(41.675713377, -87.627408759)"
12545670,JE450834,2021-11-19 07:17:00.000000 UTC,0000X E 112TH ST,0320,ROBBERY,STRONG ARM - NO WEAPON,BANK,true,true,531,5,9,49,03,1178661.0,1830718.0,2021,2021-12-03 03:49:08.000000 UTC,41.690787443,-87.621532348,"(41.690787443, -87.621532348)"
12373324,JE239784,2021-05-23 10:41:00.000000 UTC,112XX S MICHIGAN AVE,5110,OTHER OFFENSE,GUN OFFENDER - DUTY TO REGISTER,STREET,true,false,531,5,9,49,26,1178803.0,1830500.0,2021,2021-05-30 05:03:31.000000 UTC,41.690185998,-87.621019079,"(41.690185998, -87.621019079)"
12625164,JF152653,2021-01-01 12:00:00.000000 UTC,003XX W HUBBARD ST,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,RESIDENCE,true,false,1831,18,42,8,17,,,2021,2022-06-27 04:47:12.000000 UTC,,,
12297580,JE147672,2021-02-21 08:25:00.000000 UTC,006XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOTEL / MOTEL,true,false,1832,18,42,8,11,1176262.0,1904268.0,2021,2021-02-28 03:48:02.000000 UTC,41.8926701,-87.628106353,"(41.8926701, -87.628106353)"
12552846,JE459614,2021-11-28 07:06:00.000000 UTC,001XX E ONTARIO ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,RESTAURANT,true,false,1834,18,42,8,11,1177137.0,1904514.0,2021,2021-12-05 03:48:33.000000 UTC,41.893325357,-87.624885406,"(41.893325357, -87.624885406)"
12279377,JE124340,2021-01-27 07:06:00.000000 UTC,057XX S CICERO AVE,1478,CONCEALED CARRY LICENSE VIOLATION,PROHIBITED PLACES,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,true,false,813,8,13,56,15,1145654.0,1866253.0,2021,2021-02-03 03:58:22.000000 UTC,41.788987036,-87.74147999,"(41.788987036, -87.74147999)"
12293795,JE142537,2021-02-15 04:42:00.000000 UTC,028XX W 64TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,VEHICLE NON-COMMERCIAL,true,true,823,8,17,66,04B,1158397.0,1862075.0,2021,2021-10-26 04:51:57.000000 UTC,41.777271788,-87.694869048,"(41.777271788, -87.694869048)"
12543858,JE448648,2021-11-16 08:30:00.000000 UTC,062XX S HAMLIN AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,SCHOOL - PUBLIC BUILDING,true,false,823,8,23,65,17,1152108.0,1863143.0,2021,2022-02-28 03:45:05.000000 UTC,41.780328363,-87.717896689,"(41.780328363, -87.717896689)"
12280521,JE125579,2021-01-28 11:46:00.000000 UTC,027XX W 59TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,RESIDENCE - PORCH / HALLWAY,true,false,824,8,16,66,04B,1158926.0,1865413.0,2021,2023-02-21 03:45:38.000000 UTC,41.786420937,-87.692838575,"(41.786420937, -87.692838575)"
12475352,JE364664,2021-09-07 11:38:00.000000 UTC,061XX S LANGLEY AVE,0554,ASSAULT,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",STREET,true,false,313,3,20,42,08A,1181949.0,1864498.0,2021,2021-09-15 04:50:41.000000 UTC,41.783408448,-87.608453205,"(41.783408448, -87.608453205)"
12536694,JE440014,2021-10-14 07:54:00.000000 UTC,061XX S KENWOOD AVE,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,true,false,314,3,20,42,02,1186131.0,1864459.0,2021,2022-09-05 04:48:04.000000 UTC,41.78320366,-87.593121999,"(41.78320366, -87.593121999)"
12482895,JE374042,2021-09-15 03:12:00.000000 UTC,027XX W 68TH ST,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",HOSPITAL BUILDING / GROUNDS,true,false,831,8,17,66,08B,1159381.0,1859440.0,2021,2021-09-22 04:54:46.000000 UTC,41.770020864,-87.6913338,"(41.770020864, -87.6913338)"
12276300,JE120632,2021-01-22 09:44:00.000000 UTC,068XX S PULASKI RD,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,STREET,true,false,833,8,13,65,15,1150876.0,1859067.0,2021,2021-01-29 03:46:26.000000 UTC,41.769167274,-87.722519597,"(41.769167274, -87.722519597)"
12438176,JE318477,2021-04-08 12:45:00.000000 UTC,063XX N MILWAUKEE AVE,4386,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,RESIDENCE,true,false,1611,16,39,10,26,1132997.0,1941427.0,2021,2021-09-15 04:50:41.000000 UTC,41.99550436,-87.786132023,"(41.99550436, -87.786132023)"
12342783,JE202435,2021-04-17 06:40:00.000000 UTC,071XX S CYRIL AVE,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,APARTMENT,true,true,333,3,5,43,04B,1190602.0,1857828.0,2021,2021-04-24 05:01:22.000000 UTC,41.764900898,-87.576943938,"(41.764900898, -87.576943938)"
12323840,JE171384,2021-03-17 11:15:00.000000 UTC,038XX W CHICAGO AVE,0312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,true,false,1112,11,27,23,03,1150674.0,1905068.0,2021,2021-04-12 05:29:43.000000 UTC,41.895404051,-87.722060175,"(41.895404051, -87.722060175)"
12296666,JE146545,2021-02-19 11:10:00.000000 UTC,037XX W CHICAGO AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,GAS STATION,true,false,1112,11,27,23,26,1151088.0,1905077.0,2021,2021-02-26 03:47:53.000000 UTC,41.895420644,-87.720539406,"(41.895420644, -87.720539406)"
12563653,JE472643,2021-12-10 02:06:00.000000 UTC,011XX N LAWNDALE AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLIC WAY,SIDEWALK,true,false,1112,11,27,23,18,1151500.0,1907403.0,2021,2021-12-17 03:50:01.000000 UTC,41.901795333,-87.718965043,"(41.901795333, -87.718965043)"
12554613,JE461663,2021-11-30 05:00:00.000000 UTC,044XX W CONGRESS PKWY,1821,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS 10 GRAMS OR LESS,SIDEWALK,true,false,1131,11,28,26,18,1146972.0,1897324.0,2021,2021-12-07 03:48:51.000000 UTC,41.874225203,-87.735854874,"(41.874225203, -87.735854874)"
12465283,JE352624,2021-08-28 12:44:00.000000 UTC,075XX S EGGLESTON AVE,0554,ASSAULT,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",RESIDENCE - PORCH / HALLWAY,true,true,621,6,6,69,08A,1174601.0,1854877.0,2021,2021-09-04 04:50:52.000000 UTC,41.757174151,-87.635679433,"(41.757174151, -87.635679433)"
12556983,JE464416,2021-12-03 07:11:00.000000 UTC,006XX S LAWNDALE AVE,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,STREET,true,false,1133,11,24,27,24,1151816.0,1896987.0,2021,2021-12-10 03:51:06.000000 UTC,41.873206533,-87.718078643,"(41.873206533, -87.718078643)"
12409451,JE172250,2021-03-18 09:35:00.000000 UTC,033XX W FILLMORE ST,2050,NARCOTICS,CRIMINAL DRUG CONSPIRACY,POLICE FACILITY / VEHICLE PARKING LOT,true,false,1134,11,24,29,18,,,2021,2022-02-08 03:49:36.000000 UTC,,,
12358284,JE178278,2021-03-24 10:15:00.000000 UTC,033XX W FILLMORE ST,2091,NARCOTICS,FORFEIT PROPERTY,POLICE FACILITY / VEHICLE PARKING LOT,true,false,1134,11,24,29,18,1154228.0,1895173.0,2021,2021-07-03 04:47:57.000000 UTC,41.868180939,-87.709271389,"(41.868180939, -87.709271389)"
12433674,JE314036,2021-07-25 07:24:00.000000 UTC,032XX W ROOSEVELT RD,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,PARKING LOT / GARAGE (NON RESIDENTIAL),true,false,1134,11,24,29,26,1155131.0,1894531.0,2021,2021-08-01 05:25:10.000000 UTC,41.86640116,-87.705973505,"(41.86640116, -87.705973505)"
12450397,JE334107,2021-08-11 04:40:00.000000 UTC,0000X W 79TH ST,0880,THEFT,PURSE-SNATCHING,CTA BUS,true,true,623,6,6,69,06,1177483.0,1852629.0,2021,2021-08-22 04:54:04.000000 UTC,41.750940757,-87.625185222,"(41.750940757, -87.625185222)"
12287237,JE133926,2021-02-06 05:30:00.000000 UTC,076XX S DREXEL AVE,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",APARTMENT,true,true,624,6,8,69,08B,1183556.0,1854535.0,2021,2021-02-13 03:48:24.000000 UTC,41.7560317,-87.602871691,"(41.7560317, -87.602871691)"
12552692,JE459488,2021-11-28 04:11:00.000000 UTC,002XX S STATE ST,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,CTA PLATFORM,true,false,113,1,42,32,24,1176417.0,1899156.0,2021,2021-12-05 03:48:33.000000 UTC,41.878638996,-87.627691486,"(41.878638996, -87.627691486)"
12503823,JE399539,2021-10-05 09:40:00.000000 UTC,0000X W CONGRESS PKWY,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,true,false,113,1,4,32,26,,,2021,2021-10-12 04:53:03.000000 UTC,,,
12535186,JE438227,2021-11-08 12:37:00.000000 UTC,0000X W TERMINAL ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,true,false,1652,16,41,76,26,1100726.0,1934289.0,2021,2021-11-15 03:49:31.000000 UTC,41.9764212,-87.904976266,"(41.9764212, -87.904976266)"
12350120,JE211295,2021-04-26 11:00:00.000000 UTC,006XX W LAKE ST,1570,SEX OFFENSE,PUBLIC INDECENCY,SIDEWALK,true,false,121,1,42,28,17,1172036.0,1901694.0,2021,2021-05-03 04:48:50.000000 UTC,41.885701149,-87.6437026,"(41.885701149, -87.6437026)"
12387480,JE256684,2021-06-06 11:00:00.000000 UTC,090XX S LANGLEY AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,true,false,633,6,8,44,07,1182477.0,1845372.0,2021,2021-06-13 04:53:53.000000 UTC,41.730912489,-87.607109343,"(41.730912489, -87.607109343)"
12418142,JE295061,2021-07-08 07:42:00.000000 UTC,013XX W WILSON AVE,0620,BURGLARY,UNLAWFUL ENTRY,PARKING LOT / GARAGE (NON RESIDENTIAL),true,false,1913,19,46,3,05,1166123.0,1930654.0,2021,2021-07-15 04:47:48.000000 UTC,41.965297382,-87.66458682,"(41.965297382, -87.66458682)"
12482836,JE373925,2021-09-14 10:42:00.000000 UTC,003XX W MONROE ST,0479,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, SERIOUS INJURY",SIDEWALK,true,false,122,1,42,32,04B,1174072.0,1899862.0,2021,2022-01-19 03:49:07.000000 UTC,41.880628888,-87.63628071,"(41.880628888, -87.63628071)"
12341345,JE200645,2021-04-15 08:25:00.000000 UTC,0000X E 95TH ST,143B,WEAPONS VIOLATION,UNLAWFUL POSSESSION - OTHER FIREARM,ALLEY,true,false,634,6,9,49,15,1178594.0,1842007.0,2021,2021-04-22 04:48:57.000000 UTC,41.721767524,-87.621435971,"(41.721767524, -87.621435971)"
12335063,JE193059,2021-04-08 06:07:00.000000 UTC,046XX N MARINE DR,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",HOSPITAL BUILDING / GROUNDS,true,false,1914,19,46,3,08B,1170399.0,1931093.0,2021,2021-04-15 05:38:17.000000 UTC,41.966409353,-87.648852157,"(41.966409353, -87.648852157)"
12526396,JE427290,2021-10-29 10:00:00.000000 UTC,006XX S STATE ST,0312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,CTA PLATFORM,true,false,123,1,4,32,03,1176452.0,1897626.0,2021,2021-11-19 03:48:25.000000 UTC,41.874439796,-87.627609167,"(41.874439796, -87.627609167)"
12583582,JF102137,2021-12-29 12:00:00.000000 UTC,065XX N SHERIDAN RD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,true,false,2432,24,49,1,11,1167060.0,1944004.0,2021,2022-01-05 03:49:10.000000 UTC,42.001910021,-87.660756261,"(42.001910021, -87.660756261)"
12358962,JE222117,2021-05-06 10:20:00.000000 UTC,010XX W SHERIDAN RD,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,true,false,2432,24,49,1,15,1167961.0,1942667.0,2021,2021-06-10 04:51:21.000000 UTC,41.998221801,-87.657480435,"(41.998221801, -87.657480435)"
12337129,JE195656,2021-04-10 12:00:00.000000 UTC,066XX N ASHLAND AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,true,true,2432,24,49,1,08B,1164401.0,1944390.0,2021,2021-05-12 04:57:30.000000 UTC,42.003026112,-87.67052737,"(42.003026112, -87.67052737)"
12488618,JE381297,2021-09-20 11:00:00.000000 UTC,012XX S PLYMOUTH CT,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,SCHOOL - PUBLIC GROUNDS,true,false,131,1,3,33,26,1176232.0,1894820.0,2021,2021-12-01 03:49:12.000000 UTC,41.866744918,-87.628501494,"(41.866744918, -87.628501494)"
12494159,JE387911,2021-09-26 03:13:00.000000 UTC,027XX N TROY ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,true,false,1411,14,32,22,05,1154905.0,1918064.0,2021,2021-12-05 03:46:39.000000 UTC,41.930982414,-87.706171629,"(41.930982414, -87.706171629)"
12550257,JE456425,2021-11-25 02:25:00.000000 UTC,010XX W ADDISON ST,0620,BURGLARY,UNLAWFUL ENTRY,PARKING LOT / GARAGE (NON RESIDENTIAL),true,false,1924,19,44,6,05,1168667.0,1924089.0,2021,2022-02-24 03:49:57.000000 UTC,41.947227914,-87.655424114,"(41.947227914, -87.655424114)"
12562229,JE470970,2021-12-07 03:00:00.000000 UTC,030XX S DR MARTIN LUTHER KING JR DR,1562,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,SCHOOL - PUBLIC BUILDING,true,false,133,1,4,35,17,1179306.0,1885032.0,2021,2022-09-11 04:44:34.000000 UTC,41.839816207,-87.617516172,"(41.839816207, -87.617516172)"
12578033,JE489850,2021-12-27 08:00:00.000000 UTC,007XX W ALDINE AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,RESIDENCE - PORCH / HALLWAY,true,false,1925,19,44,6,11,1170786.0,1922135.0,2021,2022-01-03 03:52:37.000000 UTC,41.94181981,-87.647692745,"(41.94181981, -87.647692745)"
12557470,JE465229,2021-12-03 08:00:00.000000 UTC,021XX N CALIFORNIA AVE,4650,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER,POLICE FACILITY / VEHICLE PARKING LOT,true,false,1414,14,1,22,26,1157345.0,1914452.0,2021,2021-12-10 03:51:06.000000 UTC,41.921021491,-87.69730355,"(41.921021491, -87.69730355)"
12274808,JE118899,2021-01-19 03:07:00.000000 UTC,008XX W DIVERSEY PKWY,1540,OBSCENITY,OBSCENE MATTER,MEDICAL / DENTAL OFFICE,true,false,1933,19,44,6,26,1170042.0,1918803.0,2021,2021-01-26 03:51:22.000000 UTC,41.932692955,-87.65052478,"(41.932692955, -87.65052478)"
12473011,JE362121,2021-09-05 04:31:00.000000 UTC,014XX N TALMAN AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,SIDEWALK,true,false,1423,14,1,24,15,1158483.0,1909476.0,2021,2021-09-12 04:46:41.000000 UTC,41.907343722,-87.693258717,"(41.907343722, -87.693258717)"
12412560,JE287045,2021-06-19 08:44:00.000000 UTC,016XX W 37TH ST,4651,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER NEW ADDRESS,RESIDENCE,true,false,912,9,12,59,26,1165805.0,1880191.0,2021,2022-02-28 03:45:05.000000 UTC,41.826830085,-87.667196593,"(41.826830085, -87.667196593)"
12460866,JE347318,2021-08-23 03:02:00.000000 UTC,008XX W 32ND ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,ALLEY,true,true,913,9,11,60,26,1171039.0,1883733.0,2021,2021-08-30 04:52:21.000000 UTC,41.836436692,-87.647890335,"(41.836436692, -87.647890335)"
12518943,JE418108,2021-10-21 09:37:00.000000 UTC,007XX W 28TH ST,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,SIDEWALK,true,false,914,9,11,60,26,1171965.0,1886326.0,2021,2021-10-28 04:47:30.000000 UTC,41.84353178,-87.644416195,"(41.84353178, -87.644416195)"
12267380,JE110306,2021-01-12 03:57:00.000000 UTC,021XX N ELSTON AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,true,false,1432,14,32,22,26,1164684.0,1914181.0,2021,2021-01-19 03:53:51.000000 UTC,41.920125318,-87.670346131,"(41.920125318, -87.670346131)"
12264275,JE106649,2021-01-08 09:42:00.000000 UTC,088XX S EAST END AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,RESIDENCE,true,false,412,4,8,48,03,1189095.0,1846723.0,2021,2021-04-28 04:51:49.000000 UTC,41.734463985,-87.582822469,"(41.734463985, -87.582822469)"
12548798,JE454597,2021-11-22 02:53:00.000000 UTC,021XX E 87TH ST,0440,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",SCHOOL - PUBLIC GROUNDS,true,false,412,4,8,45,08B,1191768.0,1847705.0,2021,2022-03-28 04:47:50.000000 UTC,41.737094305,-87.572998178,"(41.737094305, -87.572998178)"
12515988,JE414531,2021-10-18 10:22:00.000000 UTC,016XX W 54TH ST,2025,NARCOTICS,POSSESS - HALLUCINOGENS,STREET,true,false,932,9,16,61,18,1166158.0,1868899.0,2021,2021-10-25 04:47:33.000000 UTC,41.795836051,-87.666223094,"(41.795836051, -87.666223094)"
12552061,JE458404,2021-11-27 02:35:00.000000 UTC,132XX S BRANDON AVE,041A,BATTERY,AGGRAVATED - HANDGUN,APARTMENT,true,true,433,4,10,55,04B,1199435.0,1817861.0,2021,2022-01-28 03:45:53.000000 UTC,41.655010254,-87.545908784,"(41.655010254, -87.545908784)"
12525091,JE425525,2021-10-28 02:13:00.000000 UTC,048XX N KEDZIE AVE,141C,WEAPONS VIOLATION,UNLAWFUL USE - OTHER DANGEROUS WEAPON,STREET,true,false,1713,17,33,14,15,1154170.0,1931974.0,2021,2021-11-04 04:50:36.000000 UTC,41.969167133,-87.70849996,"(41.969167133, -87.70849996)"
12393879,JE265146,2021-06-13 11:45:00.000000 UTC,022XX E 103RD ST,2021,NARCOTICS,POSSESS - BARBITURATES,STREET,true,false,434,4,7,51,18,1192867.0,1837123.0,2021,2021-06-20 04:57:58.000000 UTC,41.708029559,-87.569315916,"(41.708029559, -87.569315916)"
12523034,JE423098,2021-10-26 01:08:00.000000 UTC,031XX W GRAND AVE,2021,NARCOTICS,POSSESS - BARBITURATES,SCHOOL - PRIVATE BUILDING,true,false,1211,12,26,23,18,1155402.0,1905875.0,2021,2021-11-02 04:52:53.000000 UTC,41.897524786,-87.704673571,"(41.897524786, -87.704673571)"
12484901,JE376393,2021-09-16 08:04:00.000000 UTC,007XX N KEDZIE AVE,0142,HOMICIDE,RECKLESS HOMICIDE,STREET,true,false,1221,12,27,23,01B,1154904.0,1904844.0,2021,2022-01-27 03:50:35.000000 UTC,41.894705624,-87.706530337,"(41.894705624, -87.706530337)"
12542256,JE368202,2021-09-09 03:49:00.000000 UTC,020XX W CHICAGO AVE,2013,NARCOTICS,MANUFACTURE / DELIVER - HEROIN (TAN / BROWN TAR),VEHICLE NON-COMMERCIAL,true,false,1221,12,1,24,18,,,2021,2023-01-07 03:50:44.000000 UTC,,,
12477362,JE367300,2021-09-09 12:48:00.000000 UTC,029XX W LAKE ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,true,false,1222,12,27,27,24,1156834.0,1901004.0,2021,2021-09-16 04:46:52.000000 UTC,41.884129397,-87.699546136,"(41.884129397, -87.699546136)"
12327228,JE183156,2021-03-29 12:40:00.000000 UTC,024XX N MEADE AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,true,false,2512,25,30,19,07,1135331.0,1915502.0,2021,2021-04-05 05:04:35.000000 UTC,41.924322363,-87.778164091,"(41.924322363, -87.778164091)"
12272193,JE112181,2021-01-14 03:00:00.000000 UTC,005XX W 65TH ST,0650,BURGLARY,HOME INVASION,APARTMENT,true,true,722,7,20,68,05,1173987.0,1861805.0,2021,2022-01-22 03:45:40.000000 UTC,41.776199039,-87.637724304,"(41.776199039, -87.637724304)"
12476824,JE366648,2021-09-08 09:11:00.000000 UTC,068XX S PERRY AVE,141C,WEAPONS VIOLATION,UNLAWFUL USE - OTHER DANGEROUS WEAPON,ALLEY,true,false,722,7,6,69,15,1176579.0,1859610.0,2021,2021-09-16 04:44:39.000000 UTC,41.770117794,-87.628288234,"(41.770117794, -87.628288234)"
12271378,JE114885,2021-01-16 07:50:00.000000 UTC,053XX W OAKDALE AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,true,false,2514,25,31,19,04B,1140330.0,1919097.0,2021,2021-07-03 04:47:57.000000 UTC,41.934097137,-87.759707034,"(41.934097137, -87.759707034)"
12565603,JE475069,2021-12-12 02:41:00.000000 UTC,003XX E 35TH ST,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,true,false,211,2,4,35,18,1178900.0,1881847.0,2021,2022-02-23 03:47:47.000000 UTC,41.831085608,-87.619103181,"(41.831085608, -87.619103181)"
12264092,JE106496,2021-01-07 11:53:00.000000 UTC,067XX S GREEN ST,0453,BATTERY,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,STREET,true,false,723,7,6,68,04B,1171798.0,1860183.0,2021,2021-03-26 04:58:11.000000 UTC,41.771796387,-87.645796537,"(41.771796387, -87.645796537)"
12500791,JE396065,2021-10-03 02:00:00.000000 UTC,022XX N LOREL AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,true,false,2515,25,36,19,15,1140349.0,1914471.0,2021,2021-10-10 04:48:47.000000 UTC,41.921402557,-87.759750933,"(41.921402557, -87.759750933)"
12271502,JE115116,2021-01-17 01:45:00.000000 UTC,045XX S WABASH AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,true,false,215,2,3,38,03,1177472.0,1875091.0,2021,2021-09-29 04:51:01.000000 UTC,41.812579042,-87.624547045,"(41.812579042, -87.624547045)"
12422267,JE300136,2021-07-13 02:05:00.000000 UTC,046XX W DIVERSEY AVE,143C,WEAPONS VIOLATION,UNLAWFUL POSSESSION - AMMUNITION,PARKING LOT / GARAGE (NON RESIDENTIAL),true,false,2521,25,31,20,15,1144882.0,1918210.0,2021,2021-07-20 05:09:24.000000 UTC,41.931578331,-87.743000782,"(41.931578331, -87.743000782)"
12397833,JE270133,2021-06-18 12:01:00.000000 UTC,020XX N KILBOURN AVE,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE WITH VIN",STREET,true,false,2522,25,36,20,07,1146060.0,1913126.0,2021,2021-07-03 04:47:57.000000 UTC,41.917605006,-87.73880132,"(41.917605006, -87.73880132)"
12563766,JE472535,2021-12-10 12:22:00.000000 UTC,052XX N LINCOLN AVE,031A,ROBBERY,ARMED - HANDGUN,SMALL RETAIL STORE,true,false,2011,20,40,4,03,1158541.0,1934582.0,2021,2021-12-24 03:45:44.000000 UTC,41.976235014,-87.692356037,"(41.976235014, -87.692356037)"
12328386,JE184851,2021-03-30 11:02:00.000000 UTC,039XX W SCHUBERT AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,true,false,2524,25,31,22,15,1149841.0,1917679.0,2021,2021-04-06 05:03:58.000000 UTC,41.93002608,-87.724790978,"(41.93002608, -87.724790978)"
12579308,JE491446,2021-12-28 09:54:00.000000 UTC,013XX W FOSTER AVE,0462,BATTERY,"AGG. PROTECTED EMPLOYEE - HANDS, FISTS, FEET, SERIOUS INJURY",STREET,true,false,2013,20,48,77,04B,1166234.0,1934650.0,2021,2022-01-29 03:46:43.000000 UTC,41.976260167,-87.664063924,"(41.976260167, -87.664063924)"
12268081,JE110940,2021-01-12 04:01:00.000000 UTC,0000X W 57TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,true,false,225,2,3,40,11,1176835.0,1867211.0,2021,2021-01-19 03:53:51.000000 UTC,41.790969971,-87.627121027,"(41.790969971, -87.627121027)"
12457571,JE343052,2021-08-19 07:13:00.000000 UTC,007XX N AUSTIN BLVD,0554,ASSAULT,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",STREET,true,false,1511,15,29,25,08A,1136246.0,1904116.0,2021,2021-08-26 04:46:54.000000 UTC,41.89306149,-87.775074235,"(41.89306149, -87.775074235)"
12541548,JE357777,2021-09-01 12:03:00.000000 UTC,039XX W DIVISION ST,2015,NARCOTICS,MANUFACTURE / DELIVER - HALLUCINOGEN,GAS STATION,true,false,2535,25,37,23,18,,,2021,2022-06-14 04:51:37.000000 UTC,,,
12398703,JE271293,2021-06-19 12:01:00.000000 UTC,056XX W WASHINGTON BLVD,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,true,false,1512,15,29,25,26,1138453.0,1900176.0,2021,2021-06-26 05:10:13.000000 UTC,41.882209936,-87.767064116,"(41.882209936, -87.767064116)"
